0,0,0.0506378,0.121934,0.130257,
0,0,0.0523175,0.119845,0.130364,
0,0,0.0650091,0.11997,0.1247,
0,0,0.0547908,0.108587,0.117191,
0,0,0.0529682,0.122746,0.131133,
0,0,0.0508359,0.117804,0.110683,
0,0,0.0522474,0.121205,0.129484,
0,0,0.0510016,0.12127,0.129562,
0,0,0.0474869,0.112499,0.116674,
0,0,0.0474869,0.112499,0.116674,
0,0,0.049398,0.122498,0.128912,
0,0,0.0528535,0.121828,0.130162,
0,0,0.0521526,0.124162,0.132625,
0,0,0.0589918,0.12184,0.114186,
0,0,0.05177,0.123673,0.13212,
0,0,0.0521129,0.118414,0.11055,
0,0,0.0495106,0.118278,0.126697,
0,0,0.0510551,0.122157,0.130497,
0,0,0.0511791,0.119021,0.111822,
0,0,0.0484317,0.115125,0.119376,
0,0,0.0495307,0.118627,0.126735,
0,0,0.0582657,0.131636,0.129672,
0,0,0.0518616,0.123009,0.131424,
0,0,0.0503991,0.121267,0.129546,
0,0,0.0619422,0.126469,0.117897,
0,0,0.0505059,0.115225,0.107564,
0,0,0.0658521,0.117062,0.124039,
0,0,0.0658521,0.117062,0.124039,
0,0,0.0489312,0.120748,0.129001,
0,0,0.050325,0.120601,0.129168,
0,0,0.0656907,0.120925,0.126044,
0,0,0.0501281,0.119752,0.127931,
0,0,0.0497592,0.119479,0.12764,
0,0,0.0493295,0.114711,0.117494,
0,0,0.0604706,0.127401,0.119929,
0,0,0.0506341,0.121621,0.129926,
0,0,0.0511908,0.12267,0.131046,
0,0,0.0503327,0.120543,0.129117,
0,0,0.0506464,0.120984,0.129248,
0,0,0.0692361,0.133955,0.137111,
0,0,0.0501678,0.119896,0.128084,
0,0,0.050697,0.121129,0.12975,
0,0,0.0509343,0.12137,0.129664,
0,0,0.0517188,0.11914,0.129601,
0,0,0.050395,0.121056,0.129323,
0,0,0.0500329,0.11999,0.128188,
0,0,0.0510901,0.121743,0.130392,
0,0,0.0496462,0.119257,0.127402,
0,0,0.0478726,0.113737,0.117961,
0,0,0.0503129,0.119956,0.128153,
0,0,0.0508381,0.121784,0.130104,
0,0,0.0647572,0.115443,0.125563,
0,0,0.0467193,0.110997,0.115119,
0,0,0.0504352,0.120543,0.128777,
0,0,0.0500424,0.119798,0.12832,
0,0,0.0507485,0.121304,0.129593,
0,0,0.067477,0.117359,0.124358,
0,0,0.0506202,0.120804,0.12842,
0,0,0.0482741,0.114374,0.118619,
0,0,0.0510866,0.121766,0.130087,
0,0,0.0521137,0.120579,0.128803,
0,0,0.0508045,0.120996,0.129248,
0,0,0.0501625,0.119857,0.128054,
0,0,0.05713,0.125229,0.125901,
0,0,0.047941,0.127841,0.12221,
0,0,0.0664732,0.118128,0.125169,
0,0,0.075793,0.110657,0.120955,
0,0,0.0479512,0.113691,0.117912,
0,0,0.0481737,0.114452,0.118703,
0,0,0.0509266,0.121707,0.130029,
0,0,0.0589369,0.134081,0.130989,
0,0,0.0507731,0.121989,0.13031,
0,0,0.0498902,0.119899,0.128086,
0,0,0.0511067,0.121828,0.130153,
0,0,0.0502348,0.120365,0.128925,
0,0,0.05094,0.116187,0.108463,
0,0,0.0500197,0.120076,0.128277,
0,0,0.0505574,0.122033,0.130358,
0,0,0.0561402,0.143872,0.145088,
0,0,0.0512305,0.122366,0.130725,
0,0,0.0512548,0.122133,0.13048,
0,0,0.0513284,0.118443,0.128801,
0,0,0.04969,0.120072,0.128286,
0,0,0.0666278,0.118813,0.125909,
0,0,0.0510033,0.122379,0.130757,
0,0,0.0611857,0.12364,0.116285,
0,0,0.0509692,0.121453,0.129753,
0,0,0.0511611,0.12191,0.130242,
0,0,0.0505857,0.120579,0.128819,
0,0,0.0478069,0.113572,0.11779,
0,0,0.050647,0.121027,0.129291,
0,0,0.0499764,0.119686,0.127864,
0,0,0.0509703,0.122075,0.130418,
0,0,0.0493869,0.118255,0.126667,
0,0,0.0619205,0.115224,0.124032,
0,0,0.051123,0.12248,0.131191,
0,0,0.051123,0.12248,0.131191,
0,0,0.0498378,0.11964,0.127789,
0,0,0.0502073,0.119913,0.128081,
0,0,0.0472156,0.125644,0.120111,
0,0,0.05006,0.119843,0.128025,
0,0,0.0509216,0.121991,0.130318,
0,0,0.050133,0.11946,0.127625,
0,0,0.050273,0.116677,0.109622,
0,0,0.0507116,0.111465,0.117381,
0,0,0.064569,0.118494,0.125974,
0,0,0.0508903,0.121306,0.129594,
0,0,0.0504807,0.120644,0.128883,
0,0,0.0501091,0.120369,0.12859,
0,0,0.0516256,0.12247,0.130849,
0,0,0.0513067,0.122022,0.130716,
0,0,0.070189,0.135766,0.138966,
0,0,0.0412198,0.115781,0.12273,
0,0,0.0503881,0.120794,0.129047,
0,0,0.0575256,0.124502,0.12372,
0,0,0.0500443,0.122928,0.131338,
0,0,0.0594702,0.123023,0.127809,
0,0,0.0509747,0.118142,0.128489,
0,0,0.050195,0.12008,0.128624,
0,0,0.0510715,0.118338,0.128703,
0,0,0.0500412,0.120635,0.128867,
0,0,0.0512534,0.121774,0.129484,
0,0,0.0514196,0.122544,0.130919,
0,0,0.0517681,0.119449,0.129919,
0,0,0.0623571,0.115685,0.124538,
0,0,0.0522917,0.120205,0.130409,
0,0,0.0516932,0.122651,0.131041,
0,0,0.0512951,0.121591,0.129911,
0,0,0.0482585,0.114205,0.118779,
0,0,0.056001,0.125654,0.1267,
0,0,0.0630278,0.114489,0.123246,
0,0,0.0503254,0.120868,0.129122,
0,0,0.0511946,0.12199,0.130327,
0,0,0.0491908,0.118617,0.126711,
0,0,0.0477144,0.11295,0.117118,
0,0,0.0467737,0.130715,0.123047,
0,0,0.0493542,0.122084,0.130423,
0,0,0.0508801,0.120724,0.128982,
0,0,0.0500041,0.119428,0.12756,
0,0,0.0471158,0.112086,0.116274,
0,0,0.0497067,0.120025,0.128234,
0,0,0.0506905,0.121211,0.129861,
0,0,0.0480113,0.111914,0.114623,
0,0,0.0503585,0.120959,0.129242,
0,0,0.0510337,0.121637,0.129949,
0,0,0.0510337,0.121637,0.129949,
0,0,0.0516891,0.124721,0.13323,
0,0,0.0496265,0.115672,0.109288,
0,0,0.0495799,0.118786,0.126886,
0,0,0.0487703,0.115549,0.119838,
0,0,0.0526739,0.121665,0.132327,
0,0,0.0499872,0.120715,0.128949,
0,0,0.0506665,0.121309,0.129591,
0,0,0.051246,0.11713,0.109339,
0,0,0.0508497,0.121617,0.129946,
0,0,0.0613832,0.124336,0.116957,
0,0,0.0508245,0.121161,0.129789,
0,0,0.051253,0.118495,0.112816,
0,0,0.0504528,0.121291,0.129599,
0,0,0.06118,0.123916,0.116558,
0,0,0.0509168,0.1212,0.128846,
0,0,0.0504087,0.12073,0.128982,
0,0,0.0504087,0.12073,0.128982,
0,0,0.0496858,0.119103,0.127241,
0,0,0.0506984,0.116836,0.12708,
0,0,0.0496303,0.119676,0.127842,
0,0,0.0642591,0.118739,0.123745,
0,0,0.050506,0.11105,0.117832,
0,0,0.0506795,0.121759,0.130064,
0,0,0.076077,0.11603,0.123953,
0,0,0.0547205,0.108702,0.117308,
0,0,0.0606376,0.122698,0.117294,
0,0,0.0503693,0.120636,0.128881,
0,0,0.0588911,0.143411,0.143552,
0,0,0.0478363,0.127071,0.121475,
0,0,0.0512748,0.117015,0.109235,
0,0,0.0507635,0.120963,0.12923,
0,0,0.0487921,0.128875,0.1232,
0,0,0.0494423,0.117181,0.121558,
0,0,0.0612887,0.118245,0.125066,
0,0,0.0510091,0.114562,0.109067,
0,0,0.0649372,0.119233,0.126741,
0,0,0.064064,0.117593,0.125022,
0,0,0.059801,0.118314,0.126011,
0,0,0.0327385,0.14123,0.137877,
0,0,0.0499815,0.119982,0.128177,
0,0,0.0475274,0.112846,0.117036,
0,0,0.0598971,0.125238,0.117906,
0,0,0.0513376,0.123224,0.131641,
0,0,0.0506284,0.121256,0.129544,
0,0,0.050333,0.120968,0.129253,
0,0,0.050713,0.121298,0.129581,
0,0,0.0505608,0.121381,0.129671,
0,0,0.0505608,0.121381,0.129671,
0,0,0.0509891,0.122094,0.130431,
0,0,0.0508272,0.120652,0.128905,
0,0,0.0508477,0.121576,0.129902,
0,0,0.0502701,0.119787,0.127974,
0,0,0.0510256,0.121669,0.129983,
0,0,0.0571011,0.119283,0.123953,
0,0,0.0503611,0.120975,0.129236,
0,0,0.072984,0.118808,0.113575,
0,0,0.0476325,0.12653,0.120957,
0,0,0.0483018,0.114756,0.119018,
0,0,0.0511002,0.121966,0.130308,
0,0,0.0514779,0.122246,0.130607,
0,0,0.0507146,0.121203,0.12948,
0,0,0.0507594,0.120999,0.129263,
0,0,0.065901,0.118718,0.126827,
0,0,0.0512948,0.122338,0.130697,
0,0,0.0516489,0.122914,0.131311,
0,0,0.0526183,0.125359,0.13393,
0,0,0.050658,0.120743,0.129341,
0,0,0.0505641,0.116698,0.126926,
0,0,0.0482457,0.114306,0.118549,
0,0,0.050696,0.12082,0.129423,
0,0,0.0514605,0.12283,0.1312,
0,0,0.0482303,0.114394,0.118974,
0,0,0.0514932,0.122769,0.131184,
0,0,0.0514932,0.122769,0.131184,
0,0,0.0508438,0.121472,0.129768,
0,0,0.0486143,0.12915,0.123462,
0,0,0.0484863,0.115307,0.119589,
0,0,0.0530031,0.120202,0.112244,
0,0,0.0502734,0.120433,0.128998,
0,0,0.0505868,0.120874,0.129128,
0,0,0.0513151,0.121977,0.129698,
0,0,0.0512625,0.122184,0.130534,
0,0,0.0512936,0.118026,0.128396,
0,0,0.0502745,0.120316,0.12856,
0,0,0.0511014,0.121132,0.12942,
0,0,0.0509756,0.121765,0.130088,
0,0,0.0518431,0.123942,0.132406,
0,0,0.0517486,0.123561,0.131975,
0,0,0.0671049,0.11909,0.126195,
0,0,0.0672422,0.108957,0.115479,
0,0,0.0512877,0.122221,0.130574,
0,0,0.0503224,0.11681,0.127037,
0,0,0.0501208,0.120263,0.128456,
0,0,0.0504121,0.120531,0.129134,
0,0,0.0427401,0.115939,0.122918,
0,0,0.0516085,0.122625,0.131011,
0,0,0.051719,0.119428,0.129895,
0,0,0.0513035,0.111963,0.117894,
0,0,0.0516677,0.122463,0.130842,
0,0,0.0505078,0.120668,0.129256,
0,0,0.0494824,0.115703,0.109039,
0,0,0.0500894,0.116123,0.126314,
0,0,0.0512205,0.12276,0.13148,
0,0,0.0501394,0.120814,0.129059,
0,0,0.0499963,0.116923,0.110188,
0,0,0.0663312,0.117859,0.124884,
0,0,0.0506135,0.121749,0.130061,
0,0,0.0563967,0.140538,0.143842,
0,0,0.0509043,0.121253,0.129541,
0,0,0.0483058,0.114438,0.118686,
0,0,0.0514229,0.122993,0.131401,
0,0,0.0488738,0.115658,0.119951,
0,0,0.0510555,0.119078,0.112499,
0,0,0.0515934,0.119138,0.129579,
0,0,0.0509488,0.12269,0.131063,
0,0,0.050863,0.122039,0.130368,
0,0,0.0512248,0.122311,0.130675,
0,0,0.0512248,0.122311,0.130675,
0,0,0.049338,0.130458,0.124715,
0,0,0.0500761,0.119927,0.128102,
0,0,0.0517156,0.123591,0.132041,
0,0,0.0606412,0.127969,0.120437,
0,0,0.0513796,0.118708,0.12911,
0,0,0.0503486,0.121012,0.129275,
0,0,0.0503866,0.120159,0.128351,
0,0,0.0506988,0.120808,0.129065,
0,0,0.0516924,0.123198,0.131617,
0,0,0.0513657,0.119248,0.127392,
0,0,0.0513435,0.122413,0.130778,
0,0,0.0509794,0.117443,0.12774,
0,0,0.0494545,0.109346,0.116034,
0,0,0.0660519,0.1172,0.124186,
0,0,0.0682253,0.121235,0.128462,
0,0,0.0496323,0.119034,0.127166,
0,0,0.0509526,0.121788,0.130082,
0,0,0.050696,0.120821,0.129078,
0,0,0.0503822,0.12038,0.128948,
0,0,0.0507038,0.120885,0.129146,
0,0,0.0506075,0.121623,0.129952,
0,0,0.0513819,0.122031,0.130377,
0,0,0.0496898,0.119362,0.127514,
0,0,0.0524342,0.124495,0.132359,
0,0,0.0506042,0.121198,0.129482,
0,0,0.0646751,0.118658,0.126151,
0,0,0.0499982,0.119973,0.128142,
